[categories] spawning parallel runs:
   sql_bare   → C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260629-155200_sql_bare
[sql_schema] | 67 | pass | 100 | 100 | 1631 |  |
[sql_schema] | 68 | pass | 100 | 100 | 1075 |  |
[sql_schema] | 69 | fail | 100 | 100 | 1204 | result set differs from reference |
[sql_schema] | 70 | pass | 3 | 3 | 1110 |  |
[sql_schema] | 71 | pass | 1031 | 1031 | 1060 |  |
[sql_schema] | 72 | pass | 100 | 100 | 1307 |  |
[sql_schema] | 73 | pass | 1 | 1 | 957 |  |
[sql_schema] | 74 | pass | 92 | 92 | 1762 |  |
[sql_schema] | 75 | pass | 100 | 100 | 3311 |  |
[sql_schema] | 76 | pass | 100 | 100 | 1091 |  |
[sql_schema] | 77 | fail | 44 | 43 | 3439 | result set differs from reference |
[sql_schema] | 78 | fail | 100 | 100 | 3212 | result set differs from reference |
[sql_schema] | 79 | pass | 100 | 100 | 910 |  |
[sql_schema] | 80 | fail | 100 | 100 | 2692 | result set differs from reference |
[sql_schema] | 81 | pass | 100 | 100 | 1346 |  |
[sql_schema] | 82 | pass | 2 | 2 | 659 |  |
[sql_schema] | 83 | fail | 24 | 24 | 2686 | result set differs from reference |
[sql_schema] | 84 | fail | 16 | 15 | 673 | result set differs from reference |
[sql_schema] | 85 | pass | 1 | 1 | 1538 |  |
[sql_schema] | 86 | pass | 100 | 100 | 1537 |  |
[sql_schema] | 87 | pass | 1 | 1 | 1100 |  |
[sql_schema] | 88 | pass | 1 | 1 | 1157 |  |
[sql_schema] | 89 | pass | 100 | 100 | 1333 |  |
[sql_schema] | 90 | pass | 1 | 1 | 480 |  |
[sql_schema] | 91 | pass | 2 | 2 | 961 |  |
[sql_schema] | 92 | pass | 1 | 1 | 523 |  |
[sql_schema] | 93 | fail | 100 | 100 | 665 | result set differs from reference |
[sql_schema] | 94 | pass | 1 | 1 | 1337 |  |
[sql_schema] | 95 | fail | 1 | 1 | 842 | result set differs from reference |
[sql_schema] | 96 | pass | 1 | 1 | 350 |  |
[sql_schema] | 97 | fail | 1 | 1 | 770 | result set differs from reference |
[sql_schema] | 98 | pass | 2521 | 2521 | 1156 |  |
[sql_schema] | 99 | pass | 90 | 90 | 1382 |  |
[sql_schema] 
[sql_schema] ## Agent final message
[sql_schema] 
[sql_schema] > Submitted query99.sql - single SELECT that joins catalog_sales with warehouse, ship_mode, call_center, and date_dim (for both ship and sold dates). Filters for ship date in 2000 and non-NULL warehouse/ship_mode/call_center. Buckets shipping lag into 5 columns using conditional aggregation, reports 0 for empty buckets, orders by warehouse name (first 20 chars), ship mode type, and lowercased call center name with nulls first, limit 100.
[sql_schema] 
[sql_bare]   [q95] done in 41s (exit 0, score=fail)
[sql_bare]   [q96] starting (worker _worker_1)
[sql_bare]   [q96] done in 17s (exit 0, score=pass)
[sql_bare]   [q97] starting (worker _worker_1)
[sql_bare]   [q94] done in 116s (exit 0, score=pass)
[sql_bare]   [q98] starting (worker _worker_0)
[sql_bare]   [q97] done in 49s (exit 0, score=fail)
[sql_bare]   [q99] starting (worker _worker_1)
[sql_bare]   [q98] done in 60s (exit 0, score=fail)
[sql_bare]   [q99] done in 56s (exit 0, score=pass)
[sql_bare] [4/5] Finalising scores for 99 queries ...
[sql_bare]   wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_sql_bare_v2.png  (0 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_sql_bare.md)
[sql_bare] [5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260629-155200_sql_bare
[sql_bare] 
[sql_bare] # TPC-DS Agent Eval — 20260629-155202
[sql_bare] 
[sql_bare] - Model: `deepseek/deepseek-chat`
[sql_bare] - Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.288
[sql_bare] 
[sql_bare] ## Result
[sql_bare] 
[sql_bare] - **Pass rate: 72/99** (73%)
[sql_bare] - Status breakdown: {'pass': 72, 'fail': 27}
[sql_bare] - Wall time: 2680.1s  |  Agent time: 5161.9s  |  Avg/query: 52.1s
[sql_bare] - Agent exit code: 0
[sql_bare] 
[sql_bare] ## Agent harness metrics
[sql_bare] 
[sql_bare] - LLM iterations: 1538
[sql_bare] - Tool calls: 2278  →  {'run_query': 1848, 'list_files': 63, 'write_file': 116, 'run_file': 128, 'return_control_to_user': 99, 'read_file': 23, 'describe date_dim': 1}
[sql_bare] - `trilogy` subcommands: {}
[sql_bare] - Tool success rate: 98% (2241/2278 ok)
[sql_bare] - Tokens: 13556169 total (13103632 prompt + 452537 completion)
[sql_bare] 
[sql_bare] ## Tool-output sizes
[sql_bare] 
[sql_bare] | Tool | calls | avg chars | max chars | truncated | trunc-rate |
[sql_bare] |---|---:|---:|---:|---:|---:|
[sql_bare] | `run_query` | 1848 | 771 | 10542 | 0 | 0% |
[sql_bare] | `run_file` | 128 | 2538 | 9477 | 0 | 0% |
[sql_bare] | `write_file` | 116 | 45 | 49 | 0 | 0% |
[sql_bare] | `return_control_to_user` | 99 | 26 | 26 | 0 | 0% |
[sql_bare] | `list_files` | 63 | 132 | 204 | 0 | 0% |
[sql_bare] | `read_file` | 23 | 533 | 1388 | 0 | 0% |
[sql_bare] | `describe date_dim` | 1 | 124 | 124 | 0 | 0% |
[sql_bare] 
[sql_bare] - Repeated calls (same args seen earlier in same query): {'run_query': 18, 'run_file': 29, 'write_file': 4} — total 51
[sql_bare] 
[sql_bare] ## Per-query
[sql_bare] 
[sql_bare] | Query | Status | Ref rows | Cand rows | SQL len | Detail |
[sql_bare] |------:|:-------|---------:|----------:|--------:|:-------|
[sql_bare] | 01 | pass | 100 | 100 | 765 |  |
[sql_bare] | 02 | fail | 53 | 53 | 1711 | result set differs from reference |
[sql_bare] | 03 | pass | 89 | 89 | 408 |  |
[sql_bare] | 04 | pass | 6 | 6 | 2918 |  |
[sql_bare] | 05 | pass | 100 | 100 | 3870 |  |
[sql_bare] | 06 | pass | 46 | 46 | 897 |  |
[sql_bare] | 07 | pass | 100 | 100 | 647 |  |
[sql_bare] | 08 | pass | 5 | 5 | 3220 |  |
[sql_bare] | 09 | pass | 1 | 1 | 1289 |  |
[sql_bare] | 10 | pass | 6 | 6 | 2387 |  |
[sql_bare] | 11 | pass | 90 | 90 | 2098 |  |
[sql_bare] | 12 | pass | 100 | 100 | 1356 |  |
[sql_bare] | 13 | pass | 1 | 1 | 1411 |  |
[sql_bare] | 14 | pass | 100 | 100 | 4036 |  |
[sql_bare] | 15 | pass | 100 | 100 | 549 |  |
[sql_bare] | 16 | pass | 1 | 1 | 811 |  |
[sql_bare] | 17 | pass | 23 | 23 | 1644 |  |
[sql_bare] | 18 | fail | 100 | 100 | 1185 | result set differs from reference |
[sql_bare] | 19 | pass | 100 | 100 | 680 |  |
[sql_bare] | 20 | fail | 100 | 100 | 1185 | result set differs from reference |
[sql_bare] | 21 | pass | 100 | 100 | 754 |  |
[sql_bare] | 22 | pass | 100 | 100 | 451 |  |
[sql_bare] | 23 | fail | 4 | 1 | 2038 | result set differs from reference |
[sql_bare] | 24 | fail | 1 | 1 | 1399 | result set differs from reference |
[sql_bare] | 25 | pass | 1 | 1 | 1562 |  |
[sql_bare] | 26 | pass | 100 | 100 | 658 |  |
[sql_bare] | 27 | pass | 100 | 100 | 924 |  |
[sql_bare] | 28 | pass | 1 | 1 | 3880 |  |
[sql_bare] | 29 | fail | 1 | 100 | 1617 | result set differs from reference |
[sql_bare] | 30 | pass | 100 | 100 | 1750 |  |
[sql_bare] | 31 | fail | 44 | 45 | 1914 | result set differs from reference |
[sql_bare] | 32 | pass | 1 | 1 | 660 |  |
[sql_bare] | 33 | pass | 100 | 100 | 1514 |  |
[sql_bare] | 34 | pass | 455 | 455 | 1004 |  |
[sql_bare] | 35 | pass | 100 | 100 | 2389 |  |
[sql_bare] | 36 | pass | 100 | 100 | 1671 |  |
[sql_bare] | 37 | pass | 1 | 1 | 550 |  |
[sql_bare] | 38 | pass | 1 | 1 | 1338 |  |
[sql_bare] | 39 | pass | 243 | 243 | 1081 |  |
[sql_bare] | 40 | pass | 100 | 100 | 790 |  |
[sql_bare] | 41 | pass | 100 | 100 | 605 |  |
[sql_bare] | 42 | pass | 10 | 10 | 484 |  |
[sql_bare] | 43 | pass | 6 | 6 | 944 |  |
[sql_bare] | 44 | pass | 10 | 10 | 1201 |  |
[sql_bare] | 45 | fail | 19 | 19 | 660 | result set differs from reference |
[sql_bare] | 46 | pass | 100 | 100 | 1107 |  |
[sql_bare] | 47 | pass | 100 | 100 | 2877 |  |
[sql_bare] | 48 | pass | 1 | 1 | 1000 |  |
[sql_bare] | 49 | pass | 34 | 34 | 3203 |  |
[sql_bare] | 50 | fail | 6 | 6 | 1505 | result set differs from reference |
[sql_bare] | 51 | fail | 100 | 100 | 2291 | result set differs from reference |
[sql_bare] | 52 | pass | 100 | 100 | 428 |  |
[sql_bare] | 53 | pass | 100 | 100 | 1468 |  |
[sql_bare] | 54 | fail | 1 | 1 | 2226 | result set differs from reference |
[sql_bare] | 55 | pass | 100 | 100 | 375 |  |
[sql_bare] | 56 | fail | 100 | 100 | 1127 | result set differs from reference |
[sql_bare] | 57 | pass | 100 | 100 | 1728 |  |
[sql_bare] | 58 | pass | 5 | 5 | 2023 |  |
[sql_bare] | 59 | pass | 100 | 100 | 1883 |  |
[sql_bare] | 60 | pass | 100 | 100 | 1446 |  |
[sql_bare] | 61 | fail | 1 | 1 | 977 | result set differs from reference |
[sql_bare] | 62 | pass | 100 | 100 | 1250 |  |
[sql_bare] | 63 | pass | 100 | 100 | 1428 |  |
[sql_bare] | 64 | pass | 2 | 2 | 3720 |  |
[sql_bare] | 65 | pass | 100 | 100 | 1002 |  |
[sql_bare] | 66 | fail | 5 | 60 | 2423 | result set differs from reference |
[sql_bare] | 67 | fail | 100 | 100 | 1112 | result set differs from reference |
[sql_bare] | 68 | pass | 100 | 100 | 1028 |  |
[sql_bare] | 69 | pass | 100 | 100 | 1623 |  |
[sql_bare] | 70 | fail | 3 | 3 | 1477 | result set differs from reference |
[sql_bare] | 71 | pass | 1031 | 1031 | 985 |  |
[sql_bare] | 72 | pass | 100 | 100 | 1183 |  |
[sql_bare] | 73 | pass | 1 | 1 | 929 |  |
[sql_bare] | 74 | pass | 92 | 92 | 1159 |  |
[sql_bare] | 75 | pass | 100 | 100 | 2928 |  |
[sql_bare] | 76 | pass | 100 | 100 | 1378 |  |
[sql_bare] | 77 | fail | 44 | 43 | 2999 | result set differs from reference |
[sql_bare] | 78 | fail | 100 | 100 | 2864 | result set differs from reference |
[sql_bare] | 79 | fail | 100 | 100 | 903 | result set differs from reference |
[sql_bare] | 80 | fail | 100 | 100 | 2600 | result set differs from reference |
[sql_bare] | 81 | fail | 100 | 100 | 1356 | result set differs from reference |
[sql_bare] | 82 | pass | 2 | 2 | 565 |  |
[sql_bare] | 83 | pass | 24 | 24 | 3688 |  |
[sql_bare] | 84 | pass | 16 | 16 | 643 |  |
[sql_bare] | 85 | pass | 1 | 1 | 1561 |  |
[sql_bare] | 86 | fail | 100 | 100 | 1699 | result set differs from reference |
[sql_bare] | 87 | pass | 1 | 1 | 693 |  |
[sql_bare] | 88 | pass | 1 | 1 | 1091 |  |
[sql_bare] | 89 | pass | 100 | 100 | 1170 |  |
[sql_bare] | 90 | fail | 1 | 1 | 587 | result set differs from reference |
[sql_bare] | 91 | pass | 2 | 2 | 958 |  |
[sql_bare] | 92 | pass | 1 | 1 | 834 |  |
[sql_bare] | 93 | fail | 100 | 100 | 674 | result set differs from reference |
[sql_bare] | 94 | pass | 1 | 1 | 704 |  |
[sql_bare] | 95 | fail | 1 | 1 | 1211 | result set differs from reference |
[sql_bare] | 96 | pass | 1 | 1 | 326 |  |
[sql_bare] | 97 | fail | 1 | 1 | 793 | result set differs from reference |
[sql_bare] | 98 | fail | 2521 | 2521 | 993 | result set differs from reference |
[sql_bare] | 99 | pass | 90 | 90 | 1405 |  |
[sql_bare] 
[sql_bare] ## Agent final message
[sql_bare] 
[sql_bare] > Submitted query99.sql - it runs cleanly and returns 100 rows with the 5 bucketed lag counts per warehouse/ship_mode/call_center combination. All buckets 91-120 and >120 correctly show 0 as there are no matching line items in those ranges.
[sql_bare] 
[categories] sql_bare leg exit=0
[categories] sql_schema leg exit=0
[categories] wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\funnel_v2.png and C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\funnel.md
